date,account_id,account_name,vendor,currency,cost,supplier_country,purchase_country,description_or_memo,custom_field_business_unit,custom_field_region
2023-02-01,10003x,Office Fit Out,WeWork,EUR,97500,,,,Business Unit Charlie,Europe
2023-03-01,10004x,Technical Equipment,Robert Bosch GmbH,EUR,0,,,,Business Unit Delta ,Europe
2023-03-01,10004x,Technical Equipment,Siemens AG,USD,33000,,,,Business Unit Bravo,North America
2023-03-01,10005x,Light Machinery,Snap-on Incorporated,USD,9100,,,,Business Unit Alpha ,North America
2023-03-01,10004x,Technical Equipment,Siemens AG,USD,16600,,,,Business Unit Delta ,Latin America
2023-03-01,10002x,Heavy Equipment,Caterpillar,AUD,0,,,,Business Unit Charlie,APAC
2023-03-01,10001x,Construction,AECOM,USD,271500,,,,Business Unit Alpha ,North America
2023-03-01,10005x,Light Machinery,Robert Bosch GmbH,USD,0,,,,Business Unit Alpha ,Latin America
2023-03-01,10004x,Technical Equipment,Robert Bosch GmbH,USD,27200,,,,Business Unit Alpha ,North America
2023-03-01,10001x,Construction,DPR Construction,EUR,0,,,,Business Unit Charlie,Europe
2023-03-01,10004x,Technical Equipment,Honeywell International,AUD,0,,,,Business Unit Alpha ,APAC
2023-03-01,10004x,Technical Equipment,Schneider Electric,USD,13200,,,,Business Unit Echo,North America
2023-03-01,10004x,Technical Equipment,Emerson Electric,AUD,13400,,,,Business Unit Delta ,APAC
2023-03-01,10003x,Office Fit Out,Cushman & Wakefield,AUD,0,,,,Business Unit Bravo,APAC
2023-03-01,10001x,Construction,AECOM,AUD,0,,,,Business Unit Alpha ,APAC
2023-03-01,10002x,Heavy Equipment,Komatsu,USD,0,,,,Business Unit Bravo,Latin America
2023-03-01,10005x,Light Machinery,Stanley Black & Decker,EUR,17300,,,,Business Unit Alpha ,Europe
2023-03-01,10005x,Light Machinery,Robert Bosch GmbH,USD,13700,,,,Business Unit Echo,North America
2023-03-01,10004x,Technical Equipment,Emerson Electric,USD,13800,,,,Business Unit Alpha ,North America
2023-03-01,10004x,Technical Equipment,Honeywell International,USD,16800,,,,Business Unit Bravo,Latin America
2023-03-01,10004x,Technical Equipment,Siemens AG,EUR,13800,,,,Business Unit Echo,Europe
2023-04-01,10004x,Technical Equipment,Honeywell International,USD,0,,,,Business Unit Echo,Latin America
2023-04-01,10005x,Light Machinery,Bosch Group,AUD,5100,,,,Business Unit Alpha ,APAC
2023-04-01,10004x,Technical Equipment,Emerson Electric,USD,21200,,,,Business Unit Alpha ,Latin America
2023-04-01,10002x,Heavy Equipment,Caterpillar,AUD,94500,,,,Business Unit Echo,APAC
2023-04-01,10002x,Heavy Equipment,Deere & Company,EUR,71000,,,,Business Unit Delta ,Europe
2023-04-01,10001x,Construction,McCarthy Holdings,USD,162000,,,,Business Unit Charlie,Latin America
2023-04-01,10004x,Technical Equipment,Robert Bosch GmbH,USD,20200,,,,Business Unit Charlie,North America
2023-04-01,10004x,Technical Equipment,Siemens AG,USD,0,,,,Business Unit Bravo,Latin America
2023-04-01,10004x,Technical Equipment,Emerson Electric,USD,0,,,,Business Unit Echo,North America
2023-04-01,10004x,Technical Equipment,Robert Bosch GmbH,AUD,0,,,,Business Unit Delta ,APAC
2023-04-01,10002x,Heavy Equipment,Deere & Company,USD,85500,,,,Business Unit Bravo,North America
2023-04-01,10005x,Light Machinery,Bosch Group,AUD,13500,,,,Business Unit Echo,APAC
2023-04-01,10005x,Light Machinery,Robert Bosch GmbH,USD,17400,,,,Business Unit Echo,Latin America
2023-04-01,10002x,Heavy Equipment,Caterpillar,USD,58500,,,,Business Unit Bravo,Latin America
2023-04-01,10005x,Light Machinery,Bosch Group,EUR,20000,,,,Business Unit Delta ,Europe
2023-04-01,10004x,Technical Equipment,Emerson Electric,AUD,39800,,,,Business Unit Bravo,APAC
2023-04-01,10001x,Construction,AECOM,USD,180000,,,,Business Unit Bravo,North America
2023-04-01,10005x,Light Machinery,Snap-on Incorporated,AUD,0,,,,Business Unit Alpha ,APAC
2023-04-01,10004x,Technical Equipment,Emerson Electric,EUR,13000,,,,Business Unit Alpha ,Europe
2023-04-01,10004x,Technical Equipment,Honeywell International,EUR,34600,,,,Business Unit Bravo,Europe
2023-05-01,10002x,Heavy Equipment,Hitachi Construction Machinery,USD,86000,,,,Business Unit Echo,North America
2023-05-01,10003x,Office Fit Out,CBRE,EUR,0,,,,Business Unit Alpha ,Europe
2023-05-01,10001x,Construction,McCarthy Holdings,EUR,147000,,,,Business Unit Bravo,Europe
2023-05-01,10005x,Light Machinery,Techtronic Industries,USD,6400,,,,Business Unit Delta ,North America
2023-05-01,10001x,Construction,McCarthy Holdings,AUD,0,,,,Business Unit Charlie,APAC
2023-05-01,10002x,Heavy Equipment,Hitachi Construction Machinery,USD,25000,,,,Business Unit Charlie,Latin America
2023-05-01,10004x,Technical Equipment,Honeywell International,USD,0,,,,Business Unit Charlie,North America
2023-05-01,10005x,Light Machinery,Snap-on Incorporated,USD,0,,,,Business Unit Delta ,Latin America
2023-05-01,10003x,Office Fit Out,CBRE,EUR,0,,,,Business Unit Alpha ,Europe
2023-05-01,10001x,Construction,DPR Construction,EUR,181500,,,,Business Unit Charlie,Europe
2023-05-01,10003x,Office Fit Out,CBRE,EUR,42000,,,,Business Unit Bravo,Europe
2023-05-01,10005x,Light Machinery,Bosch Group,AUD,19600,,,,Business Unit Alpha ,APAC
2023-05-01,10002x,Heavy Equipment,Komatsu,EUR,0,,,,Business Unit Charlie,Europe
2023-05-01,10001x,Construction,Turner Construction Management,USD,0,,,,Business Unit Charlie,North America
2023-05-01,10004x,Technical Equipment,Honeywell International,AUD,31000,,,,Business Unit Echo,APAC
2023-05-01,10002x,Heavy Equipment,Caterpillar,AUD,59500,,,,Business Unit Alpha ,APAC
2023-05-01,10001x,Construction,Turner Construction Management,USD,144000,,,,Business Unit Alpha ,Latin America
2023-05-01,10002x,Heavy Equipment,Caterpillar,USD,51000,,,,Business Unit Alpha ,North America
2023-05-01,10004x,Technical Equipment,Siemens AG,USD,16000,,,,Business Unit Charlie,Latin America
2023-05-01,10004x,Technical Equipment,Honeywell International,AUD,0,,,,Business Unit Alpha ,APAC
2023-06-01,10004x,Technical Equipment,Robert Bosch GmbH,AUD,0,,,,Business Unit Delta ,APAC
2023-06-01,10005x,Light Machinery,Stanley Black & Decker,USD,10200,,,,Business Unit Bravo,North America
2023-06-01,10002x,Heavy Equipment,Hitachi Construction Machinery,EUR,91500,,,,Business Unit Bravo,Europe
2023-06-01,10001x,Construction,AECOM,EUR,210000,,,,Business Unit Echo,Europe
2023-06-01,10002x,Heavy Equipment,Deere & Company,AUD,78000,,,,Business Unit Delta ,APAC
2023-06-01,10004x,Technical Equipment,Emerson Electric,AUD,36600,,,,Business Unit Echo,APAC
2023-06-01,10003x,Office Fit Out,Cushman & Wakefield,EUR,0,,,,Business Unit Bravo,Europe
2023-06-01,10002x,Heavy Equipment,Caterpillar,AUD,77000,,,,Business Unit Delta ,APAC
2023-06-01,10003x,Office Fit Out,CBRE,EUR,0,,,,Business Unit Echo,Europe
2023-06-01,10003x,Office Fit Out,CBRE,USD,95500,,,,Business Unit Charlie,Latin America
2023-06-01,10004x,Technical Equipment,Emerson Electric,AUD,10600,,,,Business Unit Delta ,APAC
2023-06-01,10003x,Office Fit Out,CBRE,USD,25000,,,,Business Unit Alpha ,Latin America
2023-06-01,10001x,Construction,DPR Construction,USD,84000,,,,Business Unit Echo,Latin America
2023-06-01,10003x,Office Fit Out,CBRE,AUD,0,,,,Business Unit Charlie,APAC
2023-06-01,10005x,Light Machinery,Techtronic Industries,AUD,16200,,,,Business Unit Delta ,APAC
2023-06-01,10004x,Technical Equipment,Siemens AG,USD,24400,,,,Business Unit Bravo,North America
2023-06-01,10005x,Light Machinery,Bosch Group,EUR,16500,,,,Business Unit Alpha ,Europe
2023-06-01,10005x,Light Machinery,Techtronic Industries,AUD,20000,,,,Business Unit Echo,APAC
2023-06-01,10005x,Light Machinery,Robert Bosch GmbH,AUD,6700,,,,Business Unit Alpha ,APAC
2023-06-01,10003x,Office Fit Out,CBRE,USD,0,,,,Business Unit Echo,Latin America
2023-07-01,10001x,Construction,McCarthy Holdings,USD,75000,,,,Business Unit Delta ,North America
2023-07-01,10004x,Technical Equipment,Robert Bosch GmbH,USD,17600,,,,Business Unit Bravo,Latin America
2023-07-01,10001x,Construction,Turner Construction Management,USD,0,,,,Business Unit Echo,North America
2023-07-01,10005x,Light Machinery,Bosch Group,AUD,0,,,,Business Unit Bravo,APAC
2023-07-01,10002x,Heavy Equipment,Hitachi Construction Machinery,USD,25000,,,,Business Unit Bravo,Latin America
2023-07-01,10005x,Light Machinery,Stanley Black & Decker,USD,5500,,,,Business Unit Echo,Latin America
2023-07-01,10005x,Light Machinery,Robert Bosch GmbH,USD,20000,,,,Business Unit Echo,North America
2023-07-01,10005x,Light Machinery,Robert Bosch GmbH,AUD,13600,,,,Business Unit Echo,APAC
2023-07-01,10002x,Heavy Equipment,Liebherr Group,USD,27000,,,,Business Unit Charlie,North America
2023-07-01,10004x,Technical Equipment,Robert Bosch GmbH,AUD,0,,,,Business Unit Delta ,APAC
2023-07-01,10005x,Light Machinery,Stanley Black & Decker,AUD,0,,,,Business Unit Alpha ,APAC
2023-07-01,10001x,Construction,AECOM,AUD,0,,,,Business Unit Delta ,APAC
2023-07-01,10002x,Heavy Equipment,Caterpillar,EUR,48000,,,,Business Unit Echo,Europe
2023-07-01,10004x,Technical Equipment,Schneider Electric,USD,39200,,,,Business Unit Delta ,Latin America
2023-07-01,10001x,Construction,McCarthy Holdings,EUR,252000,,,,Business Unit Delta ,Europe
2023-07-01,10003x,Office Fit Out,WeWork,EUR,0,,,,Business Unit Charlie,Europe
2023-07-01,10005x,Light Machinery,Snap-on Incorporated,AUD,18800,,,,Business Unit Charlie,APAC
2023-07-01,10002x,Heavy Equipment,Komatsu,AUD,49500,,,,Business Unit Bravo,APAC
2023-07-01,10002x,Heavy Equipment,Hitachi Construction Machinery,USD,87000,,,,Business Unit Echo,North America
2023-07-01,10005x,Light Machinery,Bosch Group,EUR,19000,,,,Business Unit Bravo,Europe
2023-08-01,10003x,Office Fit Out,Newmark Group,USD,54000,,,,Business Unit Delta ,North America
2023-08-01,10003x,Office Fit Out,CBRE,USD,86500,,,,Business Unit Charlie,North America
2023-08-01,10004x,Technical Equipment,Siemens AG,USD,17400,,,,Business Unit Delta ,North America
2023-08-01,10001x,Construction,McCarthy Holdings,USD,0,,,,Business Unit Bravo,Latin America
2023-08-01,10002x,Heavy Equipment,Caterpillar,EUR,29500,,,,Business Unit Alpha ,Europe
2023-08-01,10004x,Technical Equipment,Schneider Electric,USD,0,,,,Business Unit Charlie,North America
2023-08-01,10002x,Heavy Equipment,Caterpillar,USD,0,,,,Business Unit Alpha ,Latin America
2023-08-01,10005x,Light Machinery,Stanley Black & Decker,USD,13000,,,,Business Unit Alpha ,Latin America
2023-08-01,10001x,Construction,Turner Construction Management,AUD,180000,,,,Business Unit Alpha ,APAC
2023-08-01,10004x,Technical Equipment,Emerson Electric,USD,14400,,,,Business Unit Alpha ,North America
2023-08-01,10003x,Office Fit Out,WeWork,EUR,0,,,,Business Unit Bravo,Europe
2023-08-01,10003x,Office Fit Out,WeWork,AUD,0,,,,Business Unit Bravo,APAC
2023-08-01,10003x,Office Fit Out,CBRE,USD,0,,,,Business Unit Bravo,Latin America
2023-08-01,10004x,Technical Equipment,Honeywell International,EUR,12600,,,,Business Unit Echo,Europe
2023-08-01,10003x,Office Fit Out,Cushman & Wakefield,USD,46000,,,,Business Unit Echo,Latin America
2023-08-01,10001x,Construction,Bechtel Corporation,USD,229500,,,,Business Unit Charlie,Latin America
2023-08-01,10002x,Heavy Equipment,Deere & Company,USD,0,,,,Business Unit Charlie,North America
2023-08-01,10002x,Heavy Equipment,Liebherr Group,USD,38500,,,,Business Unit Charlie,Latin America
2023-08-01,10001x,Construction,AECOM,EUR,127500,,,,Business Unit Charlie,Europe
2023-08-01,10005x,Light Machinery,Bosch Group,AUD,15100,,,,Business Unit Bravo,APAC
2023-09-01,10005x,Light Machinery,Bosch Group,AUD,14100,,,,Business Unit Charlie,APAC
2023-09-01,10003x,Office Fit Out,WeWork,USD,87500,,,,Business Unit Delta ,North America
2023-09-01,10002x,Heavy Equipment,Komatsu,USD,50000,,,,Business Unit Echo,North America
2023-09-01,10004x,Technical Equipment,Siemens AG,EUR,0,,,,Business Unit Echo,Europe
2023-09-01,10001x,Construction,AECOM,EUR,0,,,,Business Unit Bravo,Europe
2023-09-01,10002x,Heavy Equipment,Caterpillar,USD,96500,,,,Business Unit Charlie,Latin America
2023-09-01,10004x,Technical Equipment,Schneider Electric,EUR,0,,,,Business Unit Bravo,Europe
2023-09-01,10002x,Heavy Equipment,Komatsu,AUD,74000,,,,Business Unit Alpha ,APAC
2023-09-01,10003x,Office Fit Out,WeWork,AUD,90000,,,,Business Unit Delta ,APAC
2023-09-01,10002x,Heavy Equipment,Deere & Company,USD,0,,,,Business Unit Echo,Latin America
2023-09-01,10001x,Construction,McCarthy Holdings,AUD,0,,,,Business Unit Echo,APAC
2023-09-01,10001x,Construction,DPR Construction,USD,165000,,,,Business Unit Alpha ,Latin America
2023-09-01,10003x,Office Fit Out,JLL,EUR,40000,,,,Business Unit Echo,Europe
2023-09-01,10001x,Construction,AECOM,USD,0,,,,Business Unit Delta ,North America
2023-09-01,10001x,Construction,DPR Construction,USD,0,,,,Business Unit Alpha ,Latin America
2023-09-01,10005x,Light Machinery,Snap-on Incorporated,AUD,9000,,,,Business Unit Echo,APAC
2023-09-01,10005x,Light Machinery,Bosch Group,USD,19400,,,,Business Unit Echo,North America
2023-09-01,10003x,Office Fit Out,Cushman & Wakefield,EUR,0,,,,Business Unit Charlie,Europe
2023-09-01,10003x,Office Fit Out,JLL,USD,88000,,,,Business Unit Alpha ,Latin America
2023-09-01,10001x,Construction,McCarthy Holdings,EUR,0,,,,Business Unit Echo,Europe
2023-10-01,10004x,Technical Equipment,Emerson Electric,AUD,12200,,,,Business Unit Bravo,APAC
2023-10-01,10005x,Light Machinery,Techtronic Industries,USD,13100,,,,Business Unit Bravo,Latin America
2023-10-01,10005x,Light Machinery,Techtronic Industries,USD,0,,,,Business Unit Alpha ,Latin America
2023-10-01,10004x,Technical Equipment,Emerson Electric,AUD,12600,,,,Business Unit Bravo,APAC
2023-10-01,10004x,Technical Equipment,Emerson Electric,USD,23000,,,,Business Unit Delta ,Latin America
2023-10-01,10001x,Construction,Turner Construction Management,USD,192000,,,,Business Unit Charlie,North America
2023-10-01,10001x,Construction,Turner Construction Management,USD,0,,,,Business Unit Charlie,North America
2023-10-01,10003x,Office Fit Out,CBRE,AUD,80500,,,,Business Unit Bravo,APAC
2023-10-01,10005x,Light Machinery,Snap-on Incorporated,USD,14200,,,,Business Unit Charlie,North America
2023-10-01,10001x,Construction,Bechtel Corporation,USD,0,,,,Business Unit Delta ,North America
2023-10-01,10005x,Light Machinery,Techtronic Industries,USD,0,,,,Business Unit Bravo,North America
2023-10-01,10002x,Heavy Equipment,Deere & Company,EUR,51500,,,,Business Unit Alpha ,Europe
2023-10-01,10001x,Construction,DPR Construction,AUD,0,,,,Business Unit Alpha ,APAC
2023-10-01,10003x,Office Fit Out,JLL,AUD,98000,,,,Business Unit Alpha ,APAC
2023-10-01,10002x,Heavy Equipment,Hitachi Construction Machinery,EUR,0,,,,Business Unit Echo,Europe
2023-10-01,10003x,Office Fit Out,JLL,USD,0,,,,Business Unit Echo,Latin America
2023-10-01,10005x,Light Machinery,Bosch Group,USD,0,,,,Business Unit Delta ,Latin America
2023-10-01,10004x,Technical Equipment,Emerson Electric,USD,0,,,,Business Unit Bravo,North America
2023-10-01,10005x,Light Machinery,Techtronic Industries,USD,11200,,,,Business Unit Echo,Latin America
2023-10-01,10002x,Heavy Equipment,Caterpillar,USD,66000,,,,Business Unit Echo,Latin America
2023-11-01,10005x,Light Machinery,Stanley Black & Decker,USD,20000,,,,Business Unit Bravo,North America
2023-11-01,10001x,Construction,AECOM,USD,208500,,,,Business Unit Delta ,Latin America
2023-11-01,10004x,Technical Equipment,Siemens AG,USD,13400,,,,Business Unit Echo,Latin America
2023-11-01,10001x,Construction,AECOM,USD,109500,,,,Business Unit Charlie,North America
2023-11-01,10005x,Light Machinery,Robert Bosch GmbH,USD,14500,,,,Business Unit Alpha ,North America
2023-11-01,10005x,Light Machinery,Techtronic Industries,EUR,19200,,,,Business Unit Alpha ,Europe
2023-11-01,10004x,Technical Equipment,Schneider Electric,USD,0,,,,Business Unit Bravo,Latin America
2023-11-01,10005x,Light Machinery,Robert Bosch GmbH,USD,13800,,,,Business Unit Charlie,Latin America
2023-11-01,10004x,Technical Equipment,Schneider Electric,USD,22800,,,,Business Unit Delta ,Latin America
2023-11-01,10001x,Construction,Bechtel Corporation,AUD,268500,,,,Business Unit Bravo,APAC
2023-11-01,10002x,Heavy Equipment,Hitachi Construction Machinery,EUR,0,,,,Business Unit Bravo,Europe
2023-11-01,10003x,Office Fit Out,CBRE,EUR,0,,,,Business Unit Charlie,Europe
2023-11-01,10003x,Office Fit Out,WeWork,USD,0,,,,Business Unit Echo,North America
2023-11-01,10004x,Technical Equipment,Schneider Electric,AUD,28600,,,,Business Unit Bravo,APAC
2023-11-01,10001x,Construction,DPR Construction,AUD,0,,,,Business Unit Echo,APAC
2023-11-01,10004x,Technical Equipment,Honeywell International,USD,14400,,,,Business Unit Alpha ,North America
2023-11-01,10004x,Technical Equipment,Emerson Electric,AUD,29200,,,,Business Unit Alpha ,APAC
2023-11-01,10005x,Light Machinery,Stanley Black & Decker,AUD,0,,,,Business Unit Delta ,APAC
2023-11-01,10002x,Heavy Equipment,Caterpillar,USD,85000,,,,Business Unit Charlie,Latin America
2023-11-01,10003x,Office Fit Out,Cushman & Wakefield,USD,0,,,,Business Unit Bravo,North America
2023-12-01,10005x,Light Machinery,Bosch Group,AUD,14700,,,,Business Unit Echo,APAC
2023-12-01,10005x,Light Machinery,Bosch Group,EUR,16700,,,,Business Unit Echo,Europe
2023-12-01,10002x,Heavy Equipment,Hitachi Construction Machinery,EUR,43500,,,,Business Unit Delta ,Europe
2023-12-01,10002x,Heavy Equipment,Deere & Company,USD,41500,,,,Business Unit Delta ,North America
2023-12-01,10001x,Construction,DPR Construction,USD,186000,,,,Business Unit Delta ,North America
2023-12-01,10002x,Heavy Equipment,Komatsu,EUR,82500,,,,Business Unit Alpha ,Europe
2023-12-01,10001x,Construction,Bechtel Corporation,USD,175500,,,,Business Unit Charlie,North America
2023-12-01,10001x,Construction,AECOM,USD,0,,,,Business Unit Alpha ,North America
2023-12-01,10004x,Technical Equipment,Honeywell International,USD,0,,,,Business Unit Bravo,North America
2023-12-01,10002x,Heavy Equipment,Hitachi Construction Machinery,EUR,69500,,,,Business Unit Charlie,Europe
2023-12-01,10002x,Heavy Equipment,Hitachi Construction Machinery,AUD,0,,,,Business Unit Bravo,APAC
2023-12-01,10005x,Light Machinery,Snap-on Incorporated,USD,0,,,,Business Unit Bravo,Latin America
2023-12-01,10005x,Light Machinery,Robert Bosch GmbH,USD,10900,,,,Business Unit Echo,North America
2023-12-01,10002x,Heavy Equipment,Komatsu,EUR,0,,,,Business Unit Bravo,Europe
2023-12-01,10005x,Light Machinery,Robert Bosch GmbH,AUD,18100,,,,Business Unit Bravo,APAC
2023-12-01,10005x,Light Machinery,Techtronic Industries,USD,10400,,,,Business Unit Charlie,North America
2023-12-01,10003x,Office Fit Out,Cushman & Wakefield,USD,0,,,,Business Unit Delta ,Latin America
2023-12-01,10004x,Technical Equipment,Schneider Electric,USD,29400,,,,Business Unit Echo,Latin America
2023-12-01,10001x,Construction,AECOM,USD,258000,,,,Business Unit Charlie,Latin America
2023-12-01,10004x,Technical Equipment,Robert Bosch GmbH,EUR,0,,,,Business Unit Delta ,Europe
2023-12-01,10002x,Heavy Equipment,Caterpillar,USD,0,,,,Business Unit Charlie,North America
2022-01-01,10005x,Office Fit Out,Robert Bosch GmbH,USD,19500,,,,Business Unit Bravo,Latin America
2022-01-01,10002x,Light Machinery,Robert Bosch GmbH,USD,0,,,,Business Unit Delta ,Latin America
2022-01-01,10002x,Heavy Equipment,Komatsu,USD,43500,,,,Business Unit Charlie,North America
2022-01-01,10003x,Technical Equipment,Turner Construction Management,AUD,135000,,,,Business Unit Alpha ,APAC
2022-01-01,10002x,Heavy Equipment,Newmark Group,USD,31500,,,,Business Unit Charlie,Latin America
2022-01-01,10002x,Technical Equipment,Robert Bosch GmbH,AUD,0,,,,Business Unit Echo,APAC
2022-01-01,10004x,Construction,Robert Bosch GmbH,USD,0,,,,Business Unit Echo,North America
2022-01-01,10001x,Heavy Equipment,Turner Construction Management,USD,183000,,,,Business Unit Bravo,North America
2022-01-01,10005x,Light Machinery,Honeywell International,USD,0,,,,Business Unit Echo,Latin America
2022-01-01,10001x,Heavy Equipment,Robert Bosch GmbH,USD,17800,,,,Business Unit Bravo,Latin America
2022-01-01,10001x,Light Machinery,Komatsu,USD,98000,,,,Business Unit Bravo,North America
2022-01-01,10003x,Construction,Komatsu,EUR,0,,,,Business Unit Charlie,Europe
2022-01-01,10002x,Office Fit Out,Komatsu,USD,98500,,,,Business Unit Bravo,North America
2022-01-01,10004x,Construction,Robert Bosch GmbH,USD,5400,,,,Business Unit Delta ,Latin America
2022-01-01,10003x,Office Fit Out,Turner Construction Management,EUR,195000,,,,Business Unit Bravo,Europe
2022-01-01,10001x,Construction,Turner Construction Management,EUR,184500,,,,Business Unit Alpha ,Europe
2022-01-01,10005x,Light Machinery,Komatsu,USD,65000,,,,Business Unit Bravo,Latin America
2022-01-01,10005x,Office Fit Out,Newmark Group,USD,55500,,,,Business Unit Bravo,Latin America
2022-01-01,10005x,Construction,Robert Bosch GmbH,USD,14600,,,,Business Unit Charlie,Latin America
2022-01-01,10005x,Heavy Equipment,Honeywell International,EUR,29400,,,,Business Unit Alpha ,Europe
2022-02-01,10004x,Construction,Komatsu,USD,59000,,,,Business Unit Bravo,Latin America
2022-02-01,10002x,Technical Equipment,Komatsu,USD,55000,,,,Business Unit Charlie,North America
2022-02-01,10002x,Heavy Equipment,Turner Construction Management,AUD,286500,,,,Business Unit Echo,APAC
2022-02-01,10005x,Office Fit Out,Newmark Group,AUD,35500,,,,Business Unit Bravo,APAC
2022-02-01,10002x,Technical Equipment,Honeywell International,AUD,25800,,,,Business Unit Charlie,APAC
2022-02-01,10001x,Office Fit Out,Honeywell International,EUR,0,,,,Business Unit Delta ,Europe
2022-02-01,10005x,Construction,Komatsu,USD,76500,,,,Business Unit Delta ,North America
2022-02-01,10001x,Technical Equipment,Komatsu,AUD,84000,,,,Business Unit Echo,APAC
2022-02-01,10004x,Office Fit Out,Komatsu,AUD,0,,,,Business Unit Delta ,APAC
2022-02-01,10001x,Light Machinery,Robert Bosch GmbH,USD,17900,,,,Business Unit Charlie,North America
2022-02-01,10002x,Light Machinery,Robert Bosch GmbH,EUR,0,,,,Business Unit Echo,Europe
2022-02-01,10005x,Office Fit Out,Komatsu,AUD,43500,,,,Business Unit Alpha ,APAC
2022-02-01,10003x,Office Fit Out,Newmark Group,USD,25000,,,,Business Unit Alpha ,Latin America
2022-02-01,10005x,Light Machinery,Newmark Group,AUD,100000,,,,Business Unit Echo,APAC
2022-02-01,10004x,Heavy Equipment,Turner Construction Management,AUD,121500,,,,Business Unit Charlie,APAC
2022-02-01,10001x,Construction,Honeywell International,AUD,0,,,,Business Unit Echo,APAC
2022-02-01,10003x,Construction,Komatsu,USD,0,,,,Business Unit Alpha ,Latin America
2022-02-01,10001x,Heavy Equipment,Newmark Group,AUD,0,,,,Business Unit Alpha ,APAC
2022-02-01,10005x,Office Fit Out,Honeywell International,USD,0,,,,Business Unit Delta ,North America
2022-02-01,10004x,Technical Equipment,Newmark Group,USD,47000,,,,Business Unit Delta ,Latin America
2022-03-01,10004x,Heavy Equipment,Komatsu,AUD,0,,,,Business Unit Echo,APAC
2022-03-01,10003x,Technical Equipment,Turner Construction Management,AUD,168000,,,,Business Unit Bravo,APAC
2022-03-01,10003x,Heavy Equipment,Turner Construction Management,EUR,168000,,,,Business Unit Delta ,Europe
2022-03-01,10003x,Technical Equipment,Turner Construction Management,USD,0,,,,Business Unit Alpha ,Latin America
2022-03-01,10004x,Technical Equipment,Robert Bosch GmbH,USD,7600,,,,Business Unit Charlie,North America
2022-03-01,10003x,Light Machinery,Komatsu,AUD,0,,,,Business Unit Bravo,APAC
2022-03-01,10004x,Light Machinery,Newmark Group,EUR,95500,,,,Business Unit Charlie,Europe
2022-03-01,10004x,Construction,Honeywell International,USD,0,,,,Business Unit Echo,Latin America
2022-03-01,10005x,Technical Equipment,Newmark Group,AUD,0,,,,Business Unit Bravo,APAC
2022-03-01,10003x,Construction,Honeywell International,USD,12600,,,,Business Unit Alpha ,North America
2022-03-01,10001x,Light Machinery,Newmark Group,AUD,0,,,,Business Unit Echo,APAC
2022-03-01,10002x,Light Machinery,Turner Construction Management,USD,166500,,,,Business Unit Delta ,Latin America
2022-03-01,10005x,Heavy Equipment,Komatsu,EUR,0,,,,Business Unit Alpha ,Europe
2022-03-01,10003x,Office Fit Out,Honeywell International,EUR,24000,,,,Business Unit Bravo,Europe
2022-03-01,10001x,Construction,Komatsu,AUD,0,,,,Business Unit Echo,APAC
2022-03-01,10002x,Technical Equipment,Komatsu,EUR,40500,,,,Business Unit Charlie,Europe
2022-03-01,10001x,Office Fit Out,Honeywell International,USD,20400,,,,Business Unit Delta ,Latin America
2022-03-01,10004x,Construction,Turner Construction Management,USD,201000,,,,Business Unit Delta ,Latin America
2022-03-01,10002x,Office Fit Out,Komatsu,EUR,0,,,,Business Unit Charlie,Europe
2022-03-01,10002x,Heavy Equipment,Robert Bosch GmbH,AUD,11700,,,,Business Unit Delta ,APAC
2022-04-01,10004x,Light Machinery,Honeywell International,USD,40000,,,,Business Unit Charlie,North America
2022-04-01,10002x,Construction,Turner Construction Management,USD,139500,,,,Business Unit Bravo,Latin America
2022-04-01,10003x,Office Fit Out,Honeywell International,USD,0,,,,Business Unit Delta ,North America
2022-04-01,10001x,Technical Equipment,Turner Construction Management,AUD,211500,,,,Business Unit Bravo,APAC
2022-04-01,10001x,Light Machinery,Turner Construction Management,USD,0,,,,Business Unit Charlie,North America
2022-04-01,10001x,Construction,Honeywell International,USD,16800,,,,Business Unit Alpha ,North America
2022-04-01,10003x,Technical Equipment,Newmark Group,USD,64000,,,,Business Unit Echo,Latin America
2022-04-01,10002x,Office Fit Out,Newmark Group,USD,77000,,,,Business Unit Charlie,North America
2022-04-01,10004x,Construction,Honeywell International,USD,0,,,,Business Unit Charlie,Latin America
2022-04-01,10001x,Office Fit Out,Turner Construction Management,EUR,184500,,,,Business Unit Charlie,Europe
2022-04-01,10004x,Technical Equipment,Newmark Group,USD,0,,,,Business Unit Echo,Latin America
2022-04-01,10001x,Office Fit Out,Komatsu,AUD,75500,,,,Business Unit Charlie,APAC
2022-04-01,10004x,Construction,Komatsu,USD,58500,,,,Business Unit Charlie,Latin America
2022-04-01,10003x,Technical Equipment,Newmark Group,USD,0,,,,Business Unit Bravo,Latin America
2022-04-01,10003x,Heavy Equipment,Robert Bosch GmbH,USD,5200,,,,Business Unit Delta ,North America
2022-04-01,10004x,Office Fit Out,Turner Construction Management,USD,244500,,,,Business Unit Alpha ,Latin America
2022-04-01,10001x,Heavy Equipment,Newmark Group,EUR,30000,,,,Business Unit Alpha ,Europe
2022-04-01,10005x,Office Fit Out,Komatsu,USD,60500,,,,Business Unit Charlie,Latin America
2022-04-01,10003x,Light Machinery,Newmark Group,USD,98500,,,,Business Unit Alpha ,North America
2022-04-01,10002x,Construction,Komatsu,AUD,83500,,,,Business Unit Echo,APAC
